model,target,train_size,n_seeds,RMSE_mean,RMSE_std,RMSE_CI95,MAE_mean,MAE_std,MAE_CI95,Pearson_R_mean,Pearson_R_std,Pearson_R_CI95,R2_mean,R2_std,R2_CI95,n_test_mean
gcn,pIC50,475,10,0.9122092460918948,0.0219016195299057,0.0135747644235419,0.7129948098795345,0.0168908192711906,0.0104690382468726,0.7274176955223084,0.0108082371947331,0.0066990148172342,0.4963449656963348,0.0290183146699817,0.0179857377704574,938.0
gcn,pIC50,500,10,0.9151159974089448,0.0247645128028101,0.0153492040578509,0.7100756813689465,0.0319037077918144,0.0197741229556125,0.726940929889679,0.0137767310456283,0.0085389063678848,0.4858176052570343,0.0313356978985236,0.0194220667763361,913.0
gpr,pIC50,50,10,1.1868364455404428,0.0938582685528537,0.0581739575498876,0.9850500615859474,0.0899705755825802,0.0557643404825076,0.5641479758231809,0.082748777007509,0.0512882233516717,0.2084711386119882,0.1232073448546274,0.0763647035036801,1363.0
gpr,pIC50,75,10,1.1370817769975683,0.1345753938096132,0.0834106932446903,0.937333391460706,0.1320439808294588,0.081841707224393,0.5632610993757018,0.2009489986451975,0.1245494797327871,0.2668336397694235,0.1829326195741183,0.1133828122942817,1338.0
gpr,pIC50,100,10,1.0763869581380674,0.1198636916573586,0.0742922857811017,0.8849904049047954,0.1172541765441346,0.0726748915572034,0.6144175631640775,0.2136167853435302,0.1324010552732506,0.3448962600045355,0.1573723494538497,0.0975403927411995,1313.0
gpr,pIC50,125,10,0.9820186561345068,0.0334975306731689,0.0207619846120391,0.7930746217292882,0.0325268828340644,0.0201603708484509,0.7117173766392861,0.0314801425128906,0.0195115944758564,0.4576110809360421,0.0348421768215214,0.0215954049292894,1288.0
gpr,pIC50,150,10,0.947733867156731,0.0347917751078235,0.0215641656234902,0.7563994376213788,0.0305365001130901,0.0189267188569613,0.7263193668108177,0.0314468836083538,0.019490980393256,0.4926955886964867,0.0364452317820198,0.0225889886876522,1263.0
gpr,pIC50,175,10,0.9209684113576806,0.0270348239761604,0.0167563575016537,0.7302505369092414,0.0223146987278314,0.0138307935629601,0.7393823311906014,0.0212888188377467,0.0131949466195077,0.5205821566988781,0.0245258529145836,0.0152012811265992,1238.0
gpr,pIC50,200,10,0.8980098698879582,0.0265614416864373,0.0164629521187096,0.7115322399751367,0.0259122140999785,0.016060556691677,0.749931502472875,0.0197296404437813,0.0122285578388307,0.5410356000361263,0.0250415555295761,0.0155209169189007,1213.0
gpr,pIC50,225,10,0.8756307837801088,0.0193838356212991,0.0120142257893076,0.6918674748448208,0.0184498952952387,0.0114353635780175,0.7620123979414588,0.0153675364324029,0.0095248977617942,0.563209610018146,0.0176027460546476,0.0109102950388209,1188.0
gpr,pIC50,250,10,0.8553743972088196,0.0240322687344373,0.0148953544822465,0.6746682029019322,0.019675486189104,0.012194992684036,0.7717873285490073,0.0172215784581128,0.0106740449148617,0.5805138571909609,0.0220573460099683,0.0136712846958657,1163.0
